hs_class,text
positive,ya prabowo ruhut jokowi korban umat islam
positive,jokowi jongos luhut
positive,ya ya materi hukum gue susah jurus porsi susah ilmu alam banding banding jurus gue susah borjuis elite bagus alah tai kucing 
positive,cina usaha kuasa politik hukum indonesia
positive,lihat direct message ah tau gue bolot 
positive,bacot ya
positive,pikir tolol
positive,kontaminasi murid kasih kaca gerung bro nkl nalar dungu jokowi bicara emas mahal kalajengking
positive,gue doa budek 
positive,lengser dukung sidang istimewa majelis musyawarat rakyat
positive,bodoh paksa banget 2 periode cebong oh cebong
positive,lengser jokowi bukti cinta jamban wkwk
positive,iya mas inflasi pakai maki tolol dongok super
positive,ratus massa organisasi masyarakat islam gerebek jaka a ganyang partai komunis indonesia uniform resource locator uniform resource locator
positive,10 emas bicara jaman susilo bambang yudhoyono 3 gelap era jokowi uniform resource locator
positive,cebong isi kepala tai cebong pikir waras
positive,duga kunyuk kunyuk kalajengking modar iya gusti allah tidur melek hukum biadab kalah orang orang anjing
positive,bima idiot uniform resource locator
positive,oi anjir bolot banget gue paham uniform resource locator
positive,on gue omelin yel tenang orang gila yel orang barang taruh orang bego dongok sinting sarap bajing
positive,usir buddha myanmar bumi indonesia uniform resource locator
positive,tolol tulis kayak x8
positive,plagiat lagu kaum kontol
positive,mulut busa muncrat haus kuasa kasak kusuk cari salah olah olah congor doang kerja
positive,mantap bang biar kampret bani kencing onta kejang 
positive,bajak bacot babi mending gelut
positive,jokowi ratu adil turun darah biru darah kotor cina babi uniform resource locator
positive,politisasi bahan dunia
positive,ya tau gubernur ngawur nya kayak tai kucing injak baca cerita kayak kes arang bebas anak uniform resource locator
positive,dasar bajing bini bujang pelan pelan sakit hancur asa mama ku mama ku pulang ku banting handphone
positive,haha timnasnya lolos belagu ledek timnas malu oi malu diam diam jamban
positive,ahoker kristen munafik henti maki gereja arah ahok hina sih bumi datar
positive,totol ketemu tolol
positive,ai bangkit paham komunis bangkit tanam rezim
positive,aduh jujur bohong
positive,tobat yuk lambat biar gerombol jil doa konsisten bela kafir hayat uniform resource locator
positive,ya mbak dewasa beda perilaku perilaku buruk sih cowok berengsek
positive,fahri hamzah bela prabowo pe olongan perintah jokowi rohingya bubar partai komunis indonesia bubar partai komunis indonesia
positive,2 bineka islam a inya laku kafir dhimmi hak injak injak
positive,bani cabul bodoh sih cabul bukti cabul kabur lunta lunta arab 
positive,rugi jonru mas jokowi utang 4000t rakyat garam 400 situ tau
positive,rezim jokowi lengser adil kuasa jalan lengser jokowi
positive,pe anyaan tolol bukti
positive,pilih agus sylvi anak susilo bambang yudhoyono keluarga koruptor blusukan ahok jemaah coblos peci u2026
positive,ohhhhh kader moncong putih ciri khas cebong serang islam coba laku tapir diam
positive,mundur becus urus negeri
positive,psi mesra diktator jokowi peduli jahat timpa munir
positive,alamat kerja kasih biar bukti lgbt aka banci kaleng
positive,coba gubernur kafir teriak nih demo haha
positive,bocah geblek penjara
positive,bubar dewan wakil rakyat nya stop korupsi
positive,teki onta bang sombong
positive,dungu islam kitab tuhan isi alquran oceh muhammad
positive,gue baca bodoh
positive,lihat umar umar ahok amp busuk lantang hina agama
positive,anak cebong kampret polos an cebong kampret tua 
positive,nama buni yani status dakwa langgar undang undang informasi transaksi elektronik duga dukung anies sandi
positive,berita nya google oh ya atur perintah mudah masuk nya tenaga kerja asing indonesia tenaga kerja asing bantah undang undang dukung x8
positive,aduh aduh nenek tua jahat politik identitas hati buta coba pikir norak kampung nek nek
positive,spill nama restoran gue tinggal papua amp gue harga pangan mahal mbak goblok cacat
positive,bicara igau
positive,mempe ahankan atur presiden risiko berat rezim ahok mukidi presiden dukung investor rakyat sengsara tanggung ancam 9 naga hiiiii
positive,malas banget jodoh upil onta
positive,islam titik masyarakat sadar islam bahaya titik
positive,islam nusantara 1 wacana islam arab partai komunis indonesia tumpang partai demokrasi indonesia juang 2015 jokowi menang pilih presiden 2014 sadar sih manfaat sadar
positive,partai komunis indonesia khilafah anti pancasila bubar tangkap dewan wakil rakyat dukung
positive,alah bacot anjing antek antek sih side tuju alah anjing
positive,pokok pulang solo cebur habitat nya kolam butek 2019 ganti presiden 2019 presiden jokowi
positive,benak orang teriak bubar partai komunis indonesia lucu anak jatuh kesandung batu batu salah
positive,gelar profesor palsu lucu nikmat gelar profesor eh bongkar dosen staf gila keburu cinta ilmu ilmu palsu gendeng
positive,selamat renang kolam cebong
positive,sahabat bangsat
positive,menteri dagang cina tumpang cari makan hidup indonesia cari perkara pribumi usir negara republik indonesia
positive,bencong teriak bencong
positive,2019 ganti presiden konstitusional hak rakyat woiii plonga plongo laku otoriter
positive,umat islam butuh pas pilih injak ayo daftar hitam ai politik rezim anti islam
positive,cebong adek cerdas
positive,bagas homo kemarin lihat profil grindr
positive,mampus kunyuk sembah lembu uniform resource locator
positive,auti auti autis ya banci autis seram lt
positive,alumni 212 partai adil sejahtera tim sukses anies sandi ramai ramai buang body kenal asma dewi
positive,habib sinting anonim dengar sakit jiwa uniform resource locator
positive,urus urus orang mulut nyinyir kayak banci lekong
positive,cowok berengsek amp kecut orang cewek harap
positive,jujur era susilo bambang yudhoyono tentara nasional indonesia otoriter
positive,korupsi e kartu tanda duduk jaman susilo bambang yudhoyono tengku uniform resource locator
positive,bangsat laku teroris buddha keparat
positive,lawan play station kalah lawan jokowi
positive,pergi mampus
positive,busuk sih lihat salah orang salah lihat bubar panitia khusus angket komisi berantas korupsi
positive,save rohingya fuck kafir teroris buddha
positive,kalem kontol
positive,niat elegan puisi tampil norak amp dungu bangga budaya indonesia serang agama kampung uniform resource locator
positive,tangkap ahok kelompok nya laku palsu e kartu tanda duduk rupa khianat bangsa negara
positive,rokok bro gue rokok men ah banci rokok eh lihat banci rokok kali eh iya
positive,sih ahok kutil babi
positive,percaya komisi berantas korupsi percaya susilo bambang yudhoyono demokrat demokrat korupsi uniform resource locator
positive,buddha kafir teroris
positive,salah jokowi ahok kafir kafir ateis hypertetransfer protocol over secure socket layer t co v2grcuesti
positive,setan
positive,cewek cakap bego laku sih ahok cina bau tai makan bubur encer ahok paham komunis nista islam kristen
positive,tangkap ahok rakyat front bela islam indonesia hancur ulama
positive,lihat negara republik indonesia sepe i korea utara rezim jokowi blokir jokowi lengser jokowi
positive,kuasa orang tua anak kelas polisi republik indonesia berani proses demo mati polisi hina presiden adek ayem
positive,baca gue tau loud bani kopar kafir kocak goblok nalar bejat
positive,agama toleransi lukman muslim paham toleransi sembah nyembah allah subhanahu wa taala benci kafir
positive,prabowo panik prabowo babi buta erang elite politik goblok mental maling 
positive,gue baju 2019 ganti presiden a gaji mesti demo minggu minggu presiden enak bikin atur presiden tenaga kerja asing b putus hubung kerja anggur tenaga asing enak c ganti pres
positive,nasib indonesia derita pimpin jokowi
positive,tolak sweeping kerja cina komunis antek komunis bro legal buka pintu masuk
positive,matanajwadebatjaka a lucu banget ahok sambung kena sekak mat pe anyaan isu agama dasar cina tolol haha
positive,cacat cacat cacat sih
positive,woiii kampret geli gue lihat belaga orang songong penci jidat ha
positive,pilih anis sandi pilih sih nista agama pecah negara republik indonesia
positive,keluarga cebong kuadrat cewek jil sesat ls hoaks
positive,anjing hina rebut jabat k e b o h o a natural killer e b o h o a natural killer e b o h o a
positive,cebong dongok ya wkwk
positive,selamat indonesia ayo penjara ahok lengser jokowi
positive,curiga uang 1 enam triliun biaya kampanye pilih presiden budiono wakil presiden detik detik mugkin kelumit mantan presiden wakil kena hukum alias kebal hukum
positive,bubar komisi berantas korupsi
positive,cebong amuk deh kolam butek 
positive,bilang jokowi kacung gue jujur cebonger diam bisu tuli
positive,cebong nge i
positive,sarkas bego sih
positive,cium jokowi tajam cari uang ups salah utang uang
positive,jokowi tai anjing
positive,gue muslim singgung lapor nalar cerna fiksi fiktif kitab suci multi a i indentik al alquran cebong dungu nalar 2019 ganti presiden
positive,kelompok hasil kapital gatot gue duga ketiban momentum bowo kelompok cikeas jokowi
positive,bukti muhammad nabi gadungan masyarakat tunggu
positive,teman berengsek
positive,rakyat cina rakyat indonesia anak turun partai komunis indonesia paham uniform resource locator
positive,cewek gila sinting freak
positive,sih boneka menang pilih presiden 2014 berkat bantu kuasa dalang rajalela kuasa batas awas ai dewan wakil rakyat tentara polisi senator organisasi masyarakat kampus mahasiswa buruh cendikiawan media ulama si
positive,radio lihat ya bolot
positive,sarap nih orang
positive,alah sombong punuk onta
positive,gue enek urus orang tau dasar cewek alay
positive,gue penasaran sih haha cari kambing hitam asing rusia misterius diam tanggap ya cepat bikin hancur drag us all haha perintah
positive,pilih agus sylvi anak susilo bambang yudhoyono keluarga koruptor blusukan ahok jemaah coblos peci u2026
positive,muka monyet
positive,orang gila
positive,goblok rizieq tukang bikin onar wajar orang muak siang teriak takbir malam chat mesum munafik bikin orang bodoh kayak istri
positive,dekrit bubar dewan wakil rakyat
positive,iya pakai kendara jablay
positive,takut bosan bicara rezim antek asing asing darurat demokrasi tipu
positive,wkwk gue bencong
positive,sih kampang kalyaaann
positive,jokowi takut kalah 2019 takut kedok nya jual aset asing 
positive,nama bule laku idiot bela sih malu ya anjing bayar sekolah mending comberan bayar maju jual biji kunyuk
positive,pancasila wibawa konsep karno seleweng islam tuhan maha esa sila 5
positive,haha ujung ujung maaf culun ngopilaaaaaaah
positive,peran israel bantai muslim rohingya
positive,2019 boomerang mulut
positive,harap coblos jokowi ubah ahmadiyah bebas aktivitas ibadah nyata
positive,usaha cina reklamasi pulau batal jokowi lengser uniform resource locator
positive,rejim jokowi otoriter paksa banget pakai non tunai
positive,aparat keparat bela bayar aparat alat kuasa alat kuasa
positive,tunggu gera nya badan eksekutif mahasiswa ri henti calon jokowi presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden
positive,bikin lini pakai bahasa onta sok pakai bahasa kafir
positive,syahadat islam bang fahri tuhan allah hu barbar benci kafir saksi muhammad bejat nabi
positive,usir bantai orang hindu buddha indonesia biar tau uniform resource locator
positive,bangsa negara berani kubur islam said negara kalah aksi teroris
positive, pimpin tolol tular tolol
positive,heran lancar sinyal buka ml langsung lag bajing lt
positive,musuh musuh islam otomatis kafir
positive,ih bangsat
positive,gue ajar tanggap guru guru gue bego doniiii anak tk pintar kali anak tk anjing anjing suruh lolong time li
positive,iklan ahok jahat teroris nyata indonesia wahabi onta babi babi milik cina tebar teror sungguh
positive,cina kenal trik tipu daya mending usir suruh habitat asli
positive,cowok jaman putus suka jelek mantan bispak perek cowok kayak banci cabe cabe
positive,hebat ya bilang munafik cermin 
positive,lengser presiden lemah
positive,rezim otoriter jokowi pro partai komunis indonesia anti islam
positive,udik bfjgfdg nge i bocah
positive,jujur bacot apes gue sanggup kerja sempurna menteri ha bacot doang biangkerok ah apes
positive,bubar dewan wakil rakyat
positive,akun kecebong kelola etnis te entu gaya kecut cebong jaka a dendam anies sandi
positive,ha mangkrak korupsi komisi jalan aman jaman susilo bambang yudhoyono
positive,megawati tugas ai santai bu marah marah 2019 ganti bu tenang 2019 ganti presiden
positive,jokowi tes dna tes dna bukti nya turun partai komunis indonesia
positive,iklan ahok jahat hati hati frustrasi main kasar hasil survei sih nista agama kalah
positive,partai demokrasi indonesia komunis ya
positive,jokowi mundur kursi presiden
positive,sampah sep i negeri maksiat komunis mabuk umat islam merdeka negeri
positive,janji indah rakyat terenyuh sayang janji fakta bohong ri pimpin tipu rakyat 2019 ganti presiden
positive,ah cebong
positive,pers program sambung buang islam indonesia manfaat
positive,1 periode blangsak 2019 ganti presiden 2019 presiden
positive,onta sekar 
positive,turun perhati perintah rakyat akibat anggur tenaga kerja asing masuk rugi rakyat tolong insfrastruktur urus butuh bahan pokok
positive,maaf dewan hormat sadar suka serang pribadi presiden sumpah tepuk jidat ya hati
positive,ahok kafir umat islam anti ahok ahok kafir ahok cina suka makan babi bir
